matchId,queueId,Diff-A,Diff-K,Diff_CS,Diff_FirstBLOOD,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_Inhibitor,Diff_LV,Diff_WARDkill,Diff_WARDplaced,Diff_jglCS,dragonType,result
KR_6750594533,420,5,6,-2,-1,0,1,1,0,-2,0,6,-34,0,1
KR_6751732259,420,7,6,57,1,1,1,1,0,4,3,8,16,5,1
KR_6736429526,420,13,4,2,-1,0,-1,1,0,0,2,-20,-4,0,1
KR_6746164569,420,9,9,12,-1,-1,1,1,0,3,0,34,44,3,1
KR_6748032684,420,9,15,47,1,-1,1,1,0,5,3,-41,-22,3,1
KR_6744816561,420,17,10,27,1,1,1,1,0,6,5,-5,37,6,1
KR_6743445911,420,11,5,-20,1,1,1,-1,0,-1,-12,141,-21,3,1
KR_6747417303,420,-2,1,-40,-1,1,-1,1,0,1,-5,-3,9,2,1
KR_6735389461,420,-1,-5,-49,1,-1,1,1,0,-1,-3,-10,15,2,1
KR_6738282652,420,-1,-4,-14,1,-1,1,-1,0,-3,3,-51,32,1,1
KR_6736680839,420,-2,0,7,1,-1,1,1,0,2,-4,-24,-3,6,1
KR_6732360852,420,10,9,55,-1,1,1,1,0,5,-2,12,-2,4,1
KR_6736054903,420,16,16,9,1,1,1,1,0,5,5,-2,15,6,1
KR_6748317976,420,-10,3,77,1,1,-1,1,0,3,1,27,-2,2,1
KR_6743819984,420,10,5,20,1,1,-1,-1,0,1,-6,33,-21,3,1
KR_6752080800,420,4,4,2,1,0,1,1,0,0,0,-1,-19,0,1
KR_6751480337,420,3,5,-10,1,1,-1,1,0,5,1,308,-8,6,1
KR_6748968046,420,-11,-5,38,-1,-1,-1,-1,0,0,9,15,-22,2,1
KR_6752610388,420,8,6,80,1,1,-1,1,0,3,-4,29,17,6,1
KR_6745092012,420,19,8,11,1,1,1,1,0,3,-1,1,27,5,1
KR_6750747924,420,-2,4,47,-1,1,1,1,0,-1,0,-6,5,6,1
KR_6752770113,420,2,4,-1,-1,-1,-1,-1,0,2,-2,11,21,4,1
KR_6749231905,420,1,0,-12,1,-1,1,-1,0,1,-3,4,20,3,1
KR_6752605301,440,2,0,48,-1,1,1,1,0,2,10,-7,25,2,1
KR_6736544875,420,15,7,26,1,1,-1,1,0,1,1,36,-25,3,1
KR_6744537661,420,-11,-3,37,1,-1,1,-1,0,-2,9,-16,-10,6,1
KR_6748932693,420,9,4,-22,1,-1,1,-1,0,0,2,3,7,1,1
KR_6752789848,420,10,-1,18,1,-1,-1,-1,0,0,1,16,-4,2,1
KR_6747893011,420,-3,-4,81,1,-1,1,1,0,1,-6,6,28,2,1
KR_6745868082,420,-10,1,59,1,-1,1,1,0,1,-1,2,1,3,1
KR_6751822306,420,14,6,-39,1,1,1,0,0,1,1,-13,10,4,1
KR_6746895985,420,8,6,66,1,1,1,1,0,4,0,-8,36,5,1
KR_6737223805,420,0,1,-50,1,1,1,-1,0,0,-1,7,12,1,1
KR_6753346873,420,-3,-4,-10,-1,1,-1,-1,0,-3,-4,-4,-48,5,1
KR_6741742539,420,18,18,86,1,1,1,1,0,8,-8,-23,-10,6,1
KR_6739446396,420,19,13,27,-1,1,1,1,0,4,-3,11,12,6,1
KR_6727002605,420,-13,-4,20,-1,-1,1,0,0,-2,4,-4,-16,4,1
KR_6740157309,420,25,15,-40,1,1,1,0,0,5,1,17,18,1,1
KR_6749107753,420,-15,-7,-31,1,-1,-1,1,0,-1,-1,3,10,5,1
KR_6752007574,420,4,5,74,1,-1,1,1,0,5,-1,24,-7,1,1
KR_6744742180,420,9,1,-11,-1,1,1,0,0,3,8,-4,17,2,1
KR_6734687396,420,11,7,46,-1,1,-1,-1,0,5,2,-1,18,4,1
KR_6752358736,420,2,3,-12,1,1,-1,-1,0,1,-1,1,-5,4,1
KR_6752004423,420,1,1,45,1,-1,1,0,0,1,2,-27,-12,6,1
KR_6746710107,420,6,10,65,1,1,1,1,0,4,3,10,5,4,1
KR_6733323028,420,10,6,31,1,-1,1,1,0,1,0,39,-8,3,1
KR_6750952576,420,0,-2,12,1,1,1,1,0,1,11,20,-16,5,1
KR_6747438442,420,5,5,24,1,1,1,1,0,1,9,0,-18,1,1
KR_6753189790,420,-5,4,67,1,-1,1,1,0,-2,1,5,-35,2,1
KR_6743340117,420,8,14,85,-1,0,1,1,0,6,6,7,6,0,1
KR_6747754516,420,1,1,16,-1,-1,1,-1,0,1,-1,1,1,5,1
KR_6750791723,420,-13,-6,-38,-1,-1,-1,-1,0,-2,0,5,-31,3,1
KR_6736262791,420,13,8,-7,1,-1,1,1,0,0,-2,1,-17,3,1
KR_6723204573,420,-11,-2,35,1,1,-1,1,0,2,7,-12,2,6,1
KR_6738914899,420,-2,4,32,1,1,-1,-1,0,1,2,1,15,3,1
KR_6736208232,420,13,16,81,1,-1,1,1,0,6,0,0,-3,1,1
KR_6749703835,420,4,3,10,1,1,1,0,0,1,22,-49,8,4,1
KR_6735704367,420,-7,-5,105,-1,1,-1,1,0,0,4,-2,1,3,1
KR_6747209630,420,0,4,54,1,1,1,1,0,1,-11,17,4,3,1
KR_6752928893,420,1,0,-63,1,1,-1,0,0,0,-6,7,-16,6,1
KR_6744978620,420,3,2,11,-1,1,1,1,0,0,4,11,19,5,1
KR_6733308876,420,9,7,52,1,-1,1,1,0,4,1,35,27,4,1
KR_6736749115,420,2,8,-5,1,1,-1,1,0,1,1,-19,-7,4,1
KR_6739715825,420,28,24,79,1,1,1,1,0,10,-1,41,37,1,1
KR_6741834087,420,-9,-6,-17,1,1,-1,-1,0,-4,0,-10,16,6,1
KR_6747716267,420,4,-1,-34,1,1,-1,-1,0,0,-6,-5,-16,3,1
KR_6742594916,420,-1,0,-16,1,-1,1,-1,0,1,0,-23,-7,6,1
KR_6743688109,420,3,3,34,-1,1,1,1,0,2,-5,46,24,5,1
KR_6742981062,420,18,13,-2,1,-1,1,1,0,6,-7,6,18,5,1
KR_6752157934,420,5,2,52,1,1,-1,1,0,-3,-1,-12,-52,6,1
KR_6727906979,420,0,-2,58,1,1,-1,1,0,3,-2,-17,29,1,1
KR_6747664403,420,2,3,27,-1,1,-1,1,0,-1,1,-63,-8,1,1
KR_6744677262,420,11,5,-6,-1,1,1,-1,0,3,-1,-25,8,1,1
KR_6728915032,420,10,6,13,-1,1,1,1,0,4,6,-3,0,6,1
KR_6748414238,420,31,16,43,1,1,1,1,0,5,-2,19,-8,1,1
KR_6739100841,420,8,8,13,1,1,1,0,0,1,-4,17,-9,4,1
KR_6752250584,420,2,3,67,1,1,1,1,0,3,11,-26,5,6,1
KR_6745756613,420,6,4,37,1,1,1,1,0,2,9,0,9,2,1
KR_6750852958,420,5,3,56,1,0,1,-1,0,0,5,-6,-15,0,1
KR_6743408282,420,9,8,14,1,-1,-1,-1,0,2,-3,8,-33,5,1
KR_6750310182,420,19,10,-21,1,1,1,1,0,2,1,5,10,2,1
KR_6732706232,420,2,-3,-55,-1,-1,1,-1,0,-1,-6,-35,-2,5,1
KR_6738915163,420,4,6,5,1,1,1,-1,0,1,0,-6,-20,4,1
KR_6747106921,420,-15,-9,36,-1,-1,1,1,0,0,6,25,26,4,1
KR_6750697781,420,15,9,28,1,0,1,1,0,2,5,-31,0,0,1
KR_6751539054,420,-9,-2,45,-1,1,-1,0,0,-1,4,3,19,2,1
KR_6726582593,420,13,3,-49,1,1,-1,-1,0,2,8,38,21,3,1
KR_6744004464,420,28,13,-21,-1,1,-1,1,0,2,3,4,-9,3,1
KR_6752054447,440,2,3,29,1,1,-1,0,0,3,-1,154,11,6,1
KR_6742508337,420,5,1,-25,1,1,-1,-1,0,2,1,41,28,1,1
KR_6736280205,420,14,15,61,1,0,1,1,0,10,-1,4,73,0,1
KR_6750098156,420,-4,-4,39,-1,1,-1,1,0,-1,8,42,20,5,1
KR_6746353143,420,0,-3,0,-1,-1,1,1,0,0,-2,8,18,4,1
KR_6745814385,420,8,1,-18,1,1,-1,1,0,3,0,18,47,1,1
KR_6751969903,420,20,12,-2,1,-1,1,1,0,1,2,3,-8,2,1
KR_6739410992,420,13,8,-9,1,0,-1,-1,0,2,0,0,-15,0,1
KR_6720359300,420,2,4,5,-1,-1,1,1,0,4,3,9,20,4,1
KR_6743053541,420,8,3,-13,1,1,-1,1,0,2,-1,9,-5,4,1
KR_6749507657,420,16,14,47,1,1,-1,1,0,7,-8,-18,25,2,1
KR_6753088497,420,26,22,68,-1,-1,1,1,0,7,-1,5,28,3,1
KR_6743496524,420,0,6,10,1,1,1,1,0,0,-1,5,13,5,1
KR_6746961173,420,1,1,19,1,-1,-1,0,0,-1,0,53,4,6,1
KR_6742529514,420,-2,11,-13,1,-1,1,1,0,-1,0,-8,11,6,1
KR_6749115594,420,5,0,13,-1,1,-1,0,0,0,4,7,5,5,1
KR_6752975572,420,25,16,57,-1,-1,-1,1,0,6,-6,39,7,1,1
KR_6719859258,420,1,11,15,-1,1,1,-1,0,4,5,-11,3,4,1
KR_6753294281,420,19,13,-2,1,-1,1,1,0,5,-12,36,-1,6,1
KR_6735827587,420,0,3,48,1,1,-1,0,0,2,4,0,21,3,1
KR_6739746173,420,0,0,1,-1,-1,1,1,0,0,-2,3,25,2,1
KR_6752321479,420,1,3,38,1,-1,-1,-1,0,-1,4,-94,-15,3,1
KR_6734534455,420,13,11,26,1,1,1,1,0,4,9,5,18,4,1
KR_6753397527,420,1,2,-3,-1,1,-1,1,0,1,5,-24,-8,1,1
KR_6733019264,420,19,7,102,1,1,-1,-1,0,4,6,-33,-17,3,1
KR_6743634530,420,1,5,18,1,1,1,1,0,4,-20,57,24,1,1
KR_6741167174,420,-6,-2,-9,-1,1,1,1,0,-1,-1,-3,-12,3,1
KR_6738291330,440,4,9,26,1,1,1,1,0,3,-5,-29,-2,3,1
KR_6748981894,420,-6,-4,3,1,-1,1,0,0,-1,1,176,-4,3,1
KR_6750243249,420,6,3,6,1,-1,1,-1,0,0,-2,36,3,3,1
KR_6747166288,420,-15,-2,11,1,1,1,1,0,-2,-2,7,33,6,1
KR_6746844709,420,-6,-1,-11,1,-1,1,1,0,-1,20,-33,-6,4,1
KR_6735936931,420,-1,2,27,-1,1,1,1,0,1,3,1,14,2,1
KR_6751465189,420,10,5,17,1,1,1,1,0,-1,1,-4,13,2,1
KR_6743758151,420,5,3,2,1,1,-1,-1,0,1,2,-10,15,6,1
KR_6749802654,420,7,4,11,-1,-1,1,0,0,3,-32,33,34,5,1
KR_6752866512,420,16,14,54,1,1,1,1,0,5,-4,-26,3,5,1
KR_6749183300,420,-11,-6,8,-1,1,-1,-1,0,1,-4,-6,16,6,1
KR_6749770976,420,9,6,-36,-1,1,-1,-1,0,5,-4,-34,-6,2,1
KR_6748883570,420,2,4,-54,-1,1,1,-1,0,-2,-3,77,5,1,1
KR_6750432501,440,23,14,38,1,1,1,1,0,2,-1,6,32,2,1
KR_6737113804,420,10,7,36,-1,1,-1,-1,0,4,7,0,51,5,1
KR_6752614363,420,7,6,35,1,1,1,1,0,1,1,9,13,4,1
KR_6744078212,420,11,10,-108,1,-1,-1,0,0,1,-3,-8,8,3,1
KR_6750080730,420,12,9,-2,1,1,1,1,0,3,0,-8,34,2,1
KR_6748659219,420,9,12,13,1,1,1,1,0,3,5,10,-20,3,1
KR_6731626517,420,9,5,16,1,1,1,1,0,0,1,11,-17,3,1
KR_6751472443,420,2,7,19,-1,-1,1,1,0,3,-9,-1,27,5,1
KR_6748574047,420,15,11,21,1,1,1,1,0,3,2,2,31,6,1
KR_6745441877,420,7,6,1,1,1,0,-1,0,2,5,-1,-21,6,1
KR_6736084488,420,9,7,26,-1,-1,-1,-1,0,4,-7,66,-7,2,1
KR_6739934757,420,-1,-1,47,1,1,-1,-1,0,0,-4,-2,9,6,1
KR_6730924052,420,5,2,1,1,1,-1,1,0,2,2,9,8,2,1
KR_6726652327,420,7,6,49,-1,1,1,1,0,1,-2,-3,-4,5,1
KR_6746367796,420,0,3,-21,1,-1,-1,-1,0,-1,-5,1,21,6,1
KR_6751143237,420,25,24,50,1,1,-1,1,0,6,10,-8,31,6,1
KR_6744814471,420,7,6,48,1,1,1,1,0,2,5,-25,16,5,1
KR_6752940074,420,0,3,37,-1,1,-1,1,0,1,6,-2,9,4,1
KR_6750098694,420,-8,-7,-42,-1,-1,1,1,0,-2,10,-23,-3,1,1
KR_6749059469,420,1,2,63,1,-1,1,1,0,-1,2,-5,24,5,1
KR_6745386878,420,6,4,-4,1,1,-1,-1,0,1,1,-3,12,6,1
KR_6732257628,420,0,1,3,-1,-1,-1,1,0,0,4,-47,0,4,1
KR_6747427687,420,8,4,-23,-1,1,-1,1,0,-2,-8,5,-7,1,1
KR_6745797390,420,-9,-3,-16,-1,-1,1,1,0,0,2,-7,15,2,1
KR_6747883376,420,1,-1,2,1,1,-1,-1,0,2,2,12,22,4,1
KR_6749676037,420,18,3,-48,1,-1,1,1,0,0,4,56,32,4,1
KR_6741965307,420,9,9,32,1,-1,1,1,0,5,3,-5,17,1,1
KR_6731690598,420,7,3,27,-1,1,1,1,0,0,3,-7,-19,4,1
KR_6736310179,420,20,8,-19,1,0,1,0,0,0,-2,6,8,0,1
KR_6736569960,420,5,7,60,1,-1,1,1,0,4,4,11,48,3,1
KR_6746046679,420,15,11,-6,1,1,1,1,0,3,-1,5,-32,3,1
KR_6749402135,420,-4,-7,-13,-1,-1,-1,1,0,-2,-7,42,29,5,1
KR_6742193264,420,6,4,-53,1,1,1,-1,0,-1,0,3,16,6,1
KR_6752651709,420,-1,-4,-47,-1,-1,1,1,0,-2,0,24,3,1,1
KR_6716711124,420,-7,-3,-56,1,1,-1,-1,0,-4,1,-10,-9,5,1
KR_6751659563,420,0,-1,1,1,-1,1,1,0,2,-7,-42,0,3,1
KR_6735843001,420,18,13,-9,1,-1,1,1,0,6,-1,10,0,5,1
KR_6744984287,420,8,11,29,1,1,1,1,0,3,11,11,0,3,1
KR_6745151643,420,13,4,-62,1,1,-1,1,0,-1,0,2,4,4,1
KR_6743727310,420,-4,-7,-6,-1,-1,-1,-1,0,-3,2,-4,-2,2,1
KR_6751430767,420,5,10,89,-1,-1,1,1,0,5,1,-4,10,6,1
KR_6747737553,420,15,5,10,-1,1,-1,1,0,1,-1,-39,5,4,1
KR_6749335807,420,9,8,54,1,-1,1,1,0,3,2,14,-22,1,1
KR_6753377636,420,-5,7,14,1,-1,1,1,0,4,2,21,27,1,1
KR_6752970326,420,10,11,16,1,1,1,1,0,2,6,-9,-22,1,1
KR_6723621036,420,16,7,-12,1,1,-1,-1,0,0,3,3,-8,4,1
KR_6741935280,420,6,4,-24,-1,-1,1,0,0,-1,5,-4,-8,6,1
KR_6751452126,420,3,3,38,1,-1,1,1,0,2,-1,-171,-2,6,1
KR_6750267924,420,18,6,40,-1,-1,1,1,0,3,0,13,5,6,1
KR_6750445646,420,4,3,-28,1,1,1,-1,0,1,7,-41,32,4,1
KR_6733554676,420,2,4,22,1,1,1,1,0,4,-2,7,17,6,1
KR_6732375274,420,3,5,49,1,1,1,1,0,1,10,-37,9,1,1
KR_6752751423,420,14,11,72,1,1,-1,1,0,3,1,-31,3,6,1
KR_6751663123,420,7,5,13,1,1,1,-1,0,2,4,-5,-7,5,1
KR_6747931282,420,4,5,73,1,1,1,1,0,6,1,12,20,2,1
KR_6742570793,420,-5,-1,89,-1,1,-1,1,1,6,-1,2,13,3,1
KR_6746448269,420,-5,1,54,-1,-1,1,1,0,0,2,-2,18,1,1
KR_6740609688,420,14,8,37,1,-1,1,1,0,5,-4,-5,11,4,1
KR_6749424125,440,-3,-1,-27,-1,1,-1,-1,0,3,-4,-45,12,2,1
KR_6745676334,420,0,-1,-11,-1,-1,1,1,0,1,2,5,7,2,1
KR_6735950267,420,-4,2,52,1,1,1,1,0,1,7,-122,20,3,1
KR_6743364308,420,-1,-2,10,-1,-1,1,-1,0,-2,1,10,-8,6,1
KR_6750127800,420,9,5,22,1,-1,-1,-1,0,3,4,-2,5,3,1
KR_6744298898,420,-7,-8,-7,-1,-1,1,1,0,-2,-1,-2,-6,1,1
KR_6745727343,420,9,6,23,1,1,-1,-1,0,0,0,-24,6,5,1
KR_6745207800,420,14,1,-26,-1,1,1,1,0,0,0,-39,8,3,1
KR_6746092133,420,-3,-1,0,1,-1,1,-1,0,0,2,6,20,5,1
KR_6748319436,420,3,1,48,1,-1,1,-1,0,1,8,29,-4,1,1
KR_6747976938,420,-1,-3,-20,-1,1,1,1,0,-4,-1,-5,12,1,1
KR_6746377585,420,1,4,6,-1,1,1,1,0,4,-4,-2,32,2,1
KR_6753016908,440,-16,-5,63,1,-1,1,1,0,-1,0,-12,-28,5,1
KR_6737742024,420,-6,2,-2,1,1,1,1,0,2,1,1,26,6,1
KR_6739908053,420,3,1,38,1,1,1,1,0,-1,0,3,-20,5,1
KR_6739888298,420,-1,4,35,1,1,-1,0,0,3,2,0,28,2,1
KR_6734807896,420,-16,-6,-13,-1,-1,1,0,0,-2,2,-6,1,1,1
KR_6748921532,420,-9,-8,-35,1,-1,1,-1,0,-4,-1,-10,-17,4,1
KR_6747098979,420,9,5,15,1,-1,-1,1,0,-1,-2,20,-13,1,1
KR_6747074001,420,14,11,10,-1,1,1,1,0,3,4,0,29,5,1
KR_6738336996,440,-9,1,-17,-1,1,1,1,0,-1,5,-44,-5,5,1
KR_6745407308,420,3,6,-66,1,1,1,1,0,0,4,-94,-24,5,1
KR_6746659897,440,3,0,-15,1,1,-1,0,0,1,0,-15,18,2,1
KR_6751157105,440,14,7,8,1,1,1,1,0,3,4,1,22,5,1
KR_6753318301,420,-5,-7,31,-1,-1,-1,1,0,-1,-39,26,0,2,1
KR_6736388168,420,-6,-3,11,1,1,1,0,0,-2,6,-7,-19,6,1
KR_6744056204,420,7,4,41,-1,-1,-1,1,0,3,-11,37,18,6,1
KR_6748544310,420,-3,2,41,1,-1,1,1,0,0,1,1,15,4,1
KR_6744654787,420,-5,2,4,-1,-1,1,1,0,2,7,30,26,4,1
KR_6743522863,420,4,-2,33,1,1,1,1,0,0,8,-4,-11,6,1
KR_6734892555,420,10,10,-5,-1,1,1,0,0,2,6,-2,-17,2,1
KR_6733666245,420,24,9,-17,1,1,1,-1,0,2,-6,4,-24,6,1
KR_6751568570,420,7,4,-21,1,-1,1,1,0,1,5,11,0,3,1
KR_6734363723,420,7,8,22,1,1,-1,1,0,4,0,-28,8,5,1
KR_6749328287,440,4,4,4,1,-1,1,1,0,2,-2,9,2,1,1
KR_6735847392,420,-1,-2,-22,1,1,-1,1,0,0,-3,6,8,2,1
KR_6748243611,420,5,3,1,-1,1,-1,1,0,3,2,-14,6,2,1
KR_6751188126,420,-4,1,14,1,1,-1,-1,0,0,1,48,19,6,1
KR_6750044297,420,19,12,20,1,-1,1,1,0,2,-4,10,-7,6,1
KR_6752789892,420,-1,2,14,-1,-1,-1,1,0,-1,-1,-37,-41,3,1
KR_6749093818,420,-3,-3,19,-1,1,-1,-1,0,-1,6,-15,-5,2,1
KR_6746429006,420,-2,3,22,1,1,-1,0,0,3,-1,3,23,5,1
KR_6748752694,420,-6,-3,57,-1,-1,-1,1,0,-1,-2,32,-41,1,1
KR_6735562797,420,7,4,5,-1,1,1,0,0,1,6,0,0,1,1
KR_6745391538,420,5,6,39,-1,-1,1,0,0,1,-1,-2,-8,4,1
KR_6739313962,420,8,7,31,1,1,1,1,0,2,-2,1,34,4,1
KR_6752608938,420,11,9,-2,-1,-1,1,1,0,4,0,-3,3,6,1
KR_6734469445,420,-1,0,-30,1,-1,1,-1,0,2,-3,18,24,3,1
KR_6747920484,420,-12,-2,17,1,-1,1,1,0,1,9,-17,8,2,1
KR_6745055237,420,19,2,-33,-1,-1,-1,-1,0,-1,-3,2,-1,4,1
KR_6743459511,440,9,10,-8,1,1,1,-1,0,1,2,-4,-5,2,1
KR_6729721763,420,2,5,3,1,-1,1,1,0,0,11,-55,-16,6,1
KR_6746746965,420,5,3,48,-1,-1,1,0,0,3,3,-3,-5,4,1
KR_6735969311,420,3,0,4,-1,-1,1,1,0,-1,2,-1,-4,5,1
KR_6749515788,420,4,2,51,-1,-1,1,1,0,1,1,-7,-17,5,1
KR_6751584478,420,2,2,56,-1,1,-1,1,0,3,1,-12,-33,5,1
KR_6745930203,420,18,22,91,-1,-1,1,1,0,8,4,-4,8,1,1
KR_6744275250,420,-5,-6,-4,-1,1,1,1,0,-3,-4,5,-36,4,1
KR_6742171749,420,-5,-2,30,-1,1,-1,0,0,-1,-2,10,39,5,1
KR_6742340906,420,1,3,31,1,1,-1,1,0,2,1,1,-4,4,1
KR_6752909392,420,0,10,60,1,-1,1,1,0,6,0,-9,17,1,1
KR_6747867615,420,-13,-3,27,1,-1,1,1,0,0,2,4,0,4,1
KR_6749963356,420,8,12,34,1,1,-1,1,0,4,-3,6,-24,5,1
KR_6728003937,420,5,5,46,-1,1,1,1,0,3,-3,14,27,5,1
KR_6744777324,420,3,0,-67,-1,1,-1,-1,0,0,15,-11,-12,6,1
KR_6748323251,420,-2,0,-11,-1,1,1,1,0,1,2,2,-1,4,1
KR_6735010886,420,9,5,86,-1,1,1,1,0,4,-3,34,43,3,1
KR_6752035763,420,-1,3,-9,-1,1,-1,-1,0,0,0,-21,-1,5,1
KR_6745893045,420,-1,-1,12,1,1,1,1,0,0,-4,2,-13,2,1
KR_6747983472,420,11,7,37,1,0,1,0,0,2,-2,64,2,0,1
KR_6751455068,420,3,4,-3,-1,-1,1,1,0,-1,9,-33,-53,6,1
KR_6752865956,420,17,14,29,1,-1,-1,1,0,4,-3,39,-8,4,1
KR_6746206340,420,18,12,57,-1,1,-1,1,0,6,5,4,22,2,1
KR_6750675854,420,11,7,3,1,1,-1,-1,0,4,6,2,32,1,1
KR_6749110394,420,2,2,18,1,-1,-1,-1,0,1,5,-6,-2,2,1
KR_6735593279,420,2,10,78,1,-1,1,1,0,4,-2,-6,27,6,1
KR_6749644834,420,2,-2,2,-1,-1,1,1,0,-1,4,16,12,4,1
KR_6735591258,420,-4,-3,60,-1,1,-1,-1,0,1,-6,8,15,3,1
KR_6744092928,420,17,9,38,1,1,1,1,0,4,0,9,12,6,1
KR_6745467982,420,-2,5,24,-1,-1,1,1,0,2,-4,8,2,3,1
KR_6749308864,420,-7,-8,-38,-1,1,-1,-1,0,-2,-5,50,12,1,1
KR_6745111767,420,11,7,81,1,1,1,1,0,1,7,6,2,2,1
KR_6747735893,420,10,4,46,1,-1,-1,1,0,3,9,0,-27,1,1
KR_6732410165,420,2,6,46,-1,1,1,1,0,4,-3,-4,16,5,1
KR_6744677171,420,1,1,1,-1,-1,-1,1,0,1,-1,25,14,1,1
KR_6750655013,420,-2,5,-25,-1,1,-1,0,0,0,6,-17,-23,5,1
KR_6748056973,420,15,8,37,-1,-1,1,1,0,4,7,13,9,2,1
KR_6747922065,420,-6,-2,22,-1,-1,1,1,0,0,7,-4,-15,1,1
KR_6750677184,420,17,9,-24,-1,-1,-1,1,0,2,6,-8,11,3,1
KR_6751546551,420,14,3,-31,-1,1,1,-1,0,1,-4,-27,10,6,1
KR_6751571685,420,5,4,45,1,1,-1,-1,0,-2,-4,-10,-36,1,1
KR_6753197200,420,18,10,56,-1,1,-1,1,0,5,5,-8,14,3,1
KR_6745605806,440,-2,-5,-84,1,1,-1,-1,0,-2,0,35,-4,5,1
KR_6720463750,420,22,23,96,-1,1,1,1,0,8,4,40,42,2,1
KR_6748310392,420,-1,-3,-17,-1,0,-1,1,0,0,-2,-3,36,0,1
KR_6717840963,420,8,4,-20,-1,1,1,0,0,1,2,-8,-36,1,1
KR_6751809166,420,3,4,-51,1,1,1,0,0,0,5,-6,5,1,1
KR_6748529362,420,2,0,24,1,-1,1,1,0,0,-1,-3,-32,6,1
KR_6746783251,420,-3,6,9,1,-1,-1,-1,0,3,-2,14,32,3,1
KR_6752003371,420,8,2,-49,1,1,-1,-1,0,-3,-3,-33,7,5,1
KR_6746417577,420,10,8,-6,-1,1,1,1,0,4,8,151,32,6,1
KR_6746880082,420,12,10,48,1,1,1,1,0,1,-1,-114,17,3,1
KR_6753316100,420,12,1,-25,-1,-1,-1,-1,0,-1,1,1,-1,2,1
KR_6748272189,420,2,-1,65,-1,0,-1,-1,0,1,-1,21,2,0,1
KR_6747817421,440,2,2,16,1,-1,-1,-1,0,0,-5,28,6,4,1
KR_6751863477,420,8,4,-41,-1,-1,-1,-1,0,0,-1,1,-8,1,1
KR_6746071255,420,4,7,67,-1,-1,1,1,0,6,-2,39,2,5,1
KR_6747855720,420,5,2,22,1,-1,-1,0,0,3,3,-8,-9,1,1
KR_6747465274,420,14,11,38,1,1,-1,1,0,5,-1,-24,38,6,1
KR_6753310170,420,2,1,-9,-1,1,1,1,0,0,2,3,20,1,1
KR_6747521752,420,-3,2,-9,1,1,1,1,0,-2,2,-3,16,5,1
KR_6736518539,420,-2,-2,8,1,1,1,1,0,-1,-4,0,7,3,1
KR_6741520384,420,3,-2,27,1,1,1,1,0,-3,-4,1,-17,3,1
KR_6738390154,420,8,-2,-38,-1,-1,-1,-1,0,-3,0,-35,-28,2,1
KR_6753208320,420,30,24,79,1,0,1,1,0,8,4,7,-1,0,1
KR_6740273023,420,19,15,23,1,1,1,1,0,3,3,15,-16,5,1
KR_6750571686,420,-1,4,72,-1,1,-1,1,0,4,5,31,-27,3,1
KR_6752718353,420,8,3,7,1,1,1,1,0,1,4,-3,1,1,1
KR_6747213280,420,-5,-5,19,1,-1,-1,1,0,-3,-3,-3,-19,1,1
KR_6747701249,420,-3,-3,16,1,1,1,-1,0,-1,2,-44,-10,6,1
KR_6725000864,420,8,11,36,1,1,1,1,0,5,3,-42,3,2,1
KR_6737194085,420,3,3,3,1,1,1,-1,0,0,-2,8,27,2,1
KR_6735215458,420,4,2,2,1,1,1,1,0,0,4,-4,16,3,1
KR_6725069169,420,17,13,156,1,1,1,1,0,6,5,-7,-12,1,1
KR_6746048404,420,5,4,15,1,1,1,-1,0,1,-4,-22,-17,3,1
KR_6738746046,420,9,11,6,1,1,1,1,0,3,-4,28,24,5,1
KR_6751378697,420,-8,-2,-15,-1,1,1,1,0,0,3,-42,4,6,1
KR_6739237804,420,-5,-4,41,-1,1,-1,-1,0,0,-1,25,5,2,1
KR_6748243184,420,3,0,-33,1,-1,1,1,0,-1,-8,11,6,2,1
KR_6738227734,420,16,12,9,1,1,-1,1,0,3,-2,7,2,1,1
KR_6749587458,420,16,12,27,1,1,1,0,0,2,7,-10,-13,4,1
KR_6719420382,420,-5,0,-44,1,-1,-1,-1,0,-2,3,-14,-25,5,1
KR_6734834384,420,-10,0,-4,1,1,-1,-1,0,-1,1,1,-18,6,1
KR_6745048601,420,-1,3,0,-1,1,1,1,0,2,8,-4,14,6,1
KR_6742124795,420,14,8,22,-1,1,1,0,0,5,5,-2,32,1,1
KR_6723214863,420,21,1,14,-1,-1,-1,1,0,-1,-1,-2,-28,5,1
KR_6752416847,420,8,9,65,1,1,1,1,0,3,5,-3,4,4,1
KR_6746059695,420,-11,-11,51,-1,-1,-1,1,0,-2,2,5,0,4,1
KR_6746805648,420,0,-9,-6,-1,1,-1,-1,0,-5,-5,7,-8,5,1
KR_6747647406,420,23,14,33,1,1,1,1,0,5,2,4,15,6,1
KR_6747004435,420,10,5,22,1,-1,1,1,0,2,1,37,-16,4,1
KR_6753086411,420,-4,0,-1,-1,-1,-1,0,0,1,-6,-8,-16,6,1
KR_6740605064,420,-12,-7,61,-1,1,-1,1,0,1,-1,5,7,6,1
KR_6735607703,420,9,4,-6,1,1,0,1,0,3,0,-20,23,3,1
KR_6743644281,420,-6,0,6,1,1,1,1,0,0,2,-12,4,6,1
KR_6747463111,420,4,6,-11,1,-1,1,0,0,1,-7,6,-8,4,1
